Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather
1/16/2012 1:00,-17.8,-22.7,65,6,25,103.05,Clear
1/16/2012 2:00,-18.5,-23,68,6,25,103.08,Clear
1/16/2012 3:00,-19.2,-23.8,67,6,25,103.07,Clear
1/16/2012 4:00,-18.7,-23.5,66,0,25,103.05,Clear
1/16/2012 5:00,-19.1,-23.3,69,0,25,103.02,Clear
1/16/2012 6:00,-18.7,-23.2,68,0,25,103.01,Clear
1/16/2012 7:00,-17.9,-21.5,73,4,48.3,102.96,Mainly Clear
1/16/2012 8:00,-17.9,-22.6,67,9,48.3,102.9,Mostly Cloudy
1/16/2012 9:00,-14.4,-20.7,59,22,48.3,102.75,Cloudy
1/16/2012 10:00,-13.6,-18.7,65,19,48.3,102.62,Mostly Cloudy
1/16/2012 11:00,-12.7,-17.7,66,20,48.3,102.44,Mostly Cloudy
1/16/2012 12:00,-10.7,-16.9,60,19,48.3,102.17,Mostly Cloudy
1/16/2012 13:00,-10.1,-16.1,61,13,48.3,101.92,Cloudy
1/16/2012 14:00,-9,-13.8,68,13,48.3,101.71,Mostly Cloudy
1/16/2012 15:00,-8,-13.8,63,17,48.3,101.49,Cloudy
1/16/2012 16:00,-7.1,-14.1,57,9,48.3,101.41,Cloudy
1/16/2012 17:00,-7.6,-14.8,56,4,25,101.34,Mostly Cloudy
1/16/2012 18:00,-12.5,-17.5,66,15,25,101.31,Mainly Clear
1/16/2012 19:00,-14.8,-19.1,70,15,25,101.23,Mainly Clear
1/16/2012 20:00,-14,-18.3,70,13,25,101.19,Cloudy
1/16/2012 21:00,-12.9,-17.1,71,11,25,101.12,Cloudy
1/16/2012 22:00,-12.2,-16.5,70,9,25,101.05,Cloudy
1/16/2012 23:00,-11.5,-15.7,71,7,25,100.98,Cloudy
1/17/2012 0:00,-10.8,-15,71,9,25,100.94,Cloudy
1/17/2012 1:00,-10.4,-14.6,71,9,25,100.88,Cloudy
1/17/2012 2:00,-9.7,-13.7,73,9,25,100.84,Cloudy
1/17/2012 3:00,-9.2,-13.2,73,6,25,100.84,Cloudy
1/17/2012 4:00,-9,-12.2,78,6,6.4,100.8,Freezing Drizzle
1/17/2012 5:00,-8.3,-10.4,85,6,3.6,100.75,"Freezing Drizzle,Snow"
1/17/2012 6:00,-7.7,-9.9,84,6,2.4,100.72,"Freezing Drizzle,Snow"
1/17/2012 7:00,-7.5,-9.6,85,9,2,100.69,Snow
1/17/2012 8:00,-7.4,-9.6,84,9,2.4,100.65,Snow
1/17/2012 9:00,-7,-9.5,82,15,4,100.59,Snow
1/17/2012 10:00,-6.5,-9,82,15,1.2,100.6,Snow
1/17/2012 11:00,-6.1,-8.5,83,15,2.4,100.53,Snow
1/17/2012 12:00,-5.3,-7.9,82,19,2.8,100.38,Snow
1/17/2012 13:00,-5.1,-7.7,82,22,2.4,100.23,Snow
1/17/2012 14:00,-4.3,-6.5,85,22,1.6,100.05,Snow
1/17/2012 15:00,-3.7,-6,84,24,1.2,99.9,Snow
1/17/2012 16:00,-3.5,-6,83,28,1.2,99.69,Snow
1/17/2012 17:00,-3.6,-5.9,84,22,1.6,99.57,Snow
1/17/2012 18:00,-3.5,-5.8,84,22,2.4,99.38,Snow
1/17/2012 19:00,-3.3,-5.6,84,24,4.8,99.22,"Freezing Drizzle,Snow"
1/17/2012 20:00,-3.6,-5.7,85,24,3.2,98.98,Freezing Rain
1/17/2012 21:00,-2.9,-4.9,86,26,2.8,98.71,Freezing Rain
1/17/2012 22:00,-1.6,-3.2,89,17,3.2,98.47,Freezing Rain
1/17/2012 23:00,-0.6,-2.1,90,7,2.8,98.32,"Freezing Rain,Fog"
1/18/2012 0:00,2.1,0.7,90,11,8,98.31,Fog
1/18/2012 1:00,3.7,-2.1,66,83,25,98.36,Mostly Cloudy
1/18/2012 2:00,0.5,-4,72,70,25,98.62,Mostly Cloudy
1/18/2012 3:00,-3.5,-8.2,70,57,25,99,Mostly Cloudy
1/18/2012 4:00,-6.1,-10.9,69,48,25,99.36,Snow
1/18/2012 5:00,-7.7,-12.4,69,46,19.3,99.7,Snow
1/18/2012 6:00,-8.5,-13.9,65,39,19.3,100,Mostly Cloudy
1/18/2012 7:00,-9.8,-15.4,64,39,19.3,100.22,Mainly Clear
1/18/2012 8:00,-10.9,-16.6,63,35,24.1,100.43,Mainly Clear
1/18/2012 9:00,-11.2,-17.2,61,43,24.1,100.65,Mainly Clear
1/18/2012 10:00,-11.2,-17.2,61,35,24.1,100.78,Mainly Clear
1/18/2012 11:00,-11.1,-17.7,58,39,24.1,100.92,Mainly Clear
1/18/2012 12:00,-11,-17.8,57,37,24.1,101,Mainly Clear
1/18/2012 13:00,-10.6,-17.8,55,32,24.1,101.09,Mainly Clear
1/18/2012 14:00,-10.3,-17.6,55,28,48.3,101.19,Mainly Clear
1/18/2012 15:00,-10.4,-18,54,30,48.3,101.32,Mainly Clear
1/18/2012 16:00,-10.6,-18.4,53,26,48.3,101.45,Mainly Clear
1/18/2012 17:00,-11.3,-18.8,54,26,48.3,101.54,Clear
1/18/2012 18:00,-12,-18.2,60,22,25,101.67,Clear
1/18/2012 19:00,-12.7,-18.7,61,22,25,101.78,Clear
1/18/2012 20:00,-13.4,-19.2,62,17,25,101.83,Clear
1/18/2012 21:00,-13.7,-19.3,63,17,25,101.89,Clear
1/18/2012 22:00,-14.2,-19.8,62,13,25,101.92,Clear
1/18/2012 23:00,-14.9,-19.9,66,6,25,101.93,Clear
1/19/2012 0:00,-16.6,-20.9,69,7,25,101.94,Clear
1/19/2012 1:00,-15.2,-18.4,76,4,25,101.89,Clear
1/19/2012 2:00,-14.3,-17.4,77,6,25,101.86,Clear
1/19/2012 3:00,-18,-21.6,73,6,25,101.83,Clear
1/19/2012 4:00,-15.4,-18.3,78,7,25,101.81,Clear
1/19/2012 5:00,-16.6,-19.9,76,6,25,101.85,Clear
1/19/2012 6:00,-15.3,-19.7,69,6,25,101.83,Clear
1/19/2012 7:00,-14.6,-19.2,68,6,24.1,101.84,Clear
1/19/2012 8:00,-13.7,-18.4,68,19,48.3,101.84,Clear
1/19/2012 9:00,-12.7,-17.2,69,17,48.3,101.73,Clear
1/19/2012 10:00,-11.7,-17.2,64,20,48.3,101.68,Mainly Clear
1/19/2012 11:00,-11,-16.9,62,26,48.3,101.56,Mostly Cloudy
1/19/2012 12:00,-8.8,-15.4,59,15,48.3,101.42,Mostly Cloudy
1/19/2012 13:00,-7.3,-14.7,55,20,48.3,101.22,Mostly Cloudy
1/19/2012 14:00,-7,-14.9,53,20,48.3,101.03,Mostly Cloudy
1/19/2012 15:00,-6.7,-15,52,26,48.3,100.88,Cloudy
1/19/2012 16:00,-6.7,-14.9,52,24,24.1,100.76,Cloudy
1/19/2012 17:00,-6.9,-14.7,54,17,24.1,100.7,Cloudy
1/19/2012 18:00,-5,-12.9,54,19,25,100.66,Cloudy
1/19/2012 19:00,-3.6,-12.7,49,30,25,100.61,Snow
1/19/2012 20:00,-3.7,-11.9,53,30,16.1,100.63,Snow
1/19/2012 21:00,-5,-8.4,77,24,2,100.6,Snow
1/19/2012 22:00,-4.2,-9.3,68,32,25,100.51,Snow
1/19/2012 23:00,-4.1,-8.9,69,26,25,100.47,Snow
1/20/2012 0:00,-4.1,-8.6,71,26,25,100.5,Mostly Cloudy
1/20/2012 1:00,-4.1,-8.3,73,20,25,100.54,Snow
1/20/2012 2:00,-3.9,-8.1,73,22,9.7,100.64,Snow
1/20/2012 3:00,-4.8,-9.9,67,19,25,100.75,Mostly Cloudy
1/20/2012 4:00,-6,-10.2,72,19,16.1,100.87,Snow
1/20/2012 5:00,-6.3,-12.2,63,33,25,100.98,Snow
1/20/2012 6:00,-7.6,-14.3,59,28,25,101.13,Cloudy
1/20/2012 7:00,-8.6,-15.6,57,28,25,101.27,Mostly Cloudy
1/20/2012 8:00,-10.4,-16.2,62,33,24.1,101.47,Mainly Clear
1/20/2012 9:00,-12.2,-18.1,61,32,24.1,101.59,Clear
1/20/2012 10:00,-13.7,-20.3,57,33,24.1,101.72,Mainly Clear
1/20/2012 11:00,-14.2,-21.2,55,32,24.1,101.84,Clear
1/20/2012 12:00,-15.2,-22.1,56,30,24.1,101.88,Clear
1/20/2012 13:00,-15.8,-23.7,51,30,24.1,101.96,Clear
1/20/2012 14:00,-15.5,-24.1,48,30,48.3,101.98,Mainly Clear
1/20/2012 15:00,-15,-23.9,47,30,48.3,102.09,Mainly Clear
1/20/2012 16:00,-14.8,-24.1,45,24,48.3,102.15,Mainly Clear
1/20/2012 17:00,-15.4,-24.3,46,17,48.3,102.21,Mainly Clear
1/20/2012 18:00,-15.9,-24.3,48,13,25,102.27,Mainly Clear
1/20/2012 19:00,-16.3,-24.2,51,13,25,102.33,Mainly Clear
1/20/2012 20:00,-16.9,-24.8,50,9,25,102.34,Mainly Clear
1/20/2012 21:00,-18.5,-25.6,54,9,25,102.37,Mainly Clear
1/20/2012 22:00,-18.1,-25.1,54,9,25,102.36,Mainly Clear
1/20/2012 23:00,-17.4,-24.5,54,6,25,102.37,Mostly Cloudy
1/21/2012 0:00,-16.4,-23.7,53,6,25,102.29,Cloudy
1/21/2012 1:00,-16.1,-23.6,52,0,25,102.26,Cloudy
1/21/2012 2:00,-15.3,-22.8,53,0,25,102.27,Cloudy
1/21/2012 3:00,-15.9,-21.9,60,7,25,102.23,Cloudy
1/21/2012 4:00,-15.3,-21.8,58,7,25,102.18,Cloudy
1/21/2012 5:00,-14.8,-22.9,50,11,25,102.08,Cloudy
1/21/2012 6:00,-14.3,-22,52,9,25,101.98,Cloudy
1/21/2012 7:00,-13.9,-22.1,50,9,25,102.04,Cloudy
1/21/2012 8:00,-14,-21.8,52,9,25,102.06,Cloudy
1/21/2012 9:00,-15.9,-21,65,13,24.1,102.11,Snow
1/21/2012 10:00,-16.3,-21.4,65,17,24.1,102.12,Snow
1/21/2012 11:00,-15.9,-21.2,64,19,24.1,102.09,Snow
1/21/2012 12:00,-14.6,-20.3,62,15,24.1,102.03,Mostly Cloudy
1/21/2012 13:00,-13.4,-19.8,59,15,24.1,102.01,Mainly Clear
1/21/2012 14:00,-12.5,-19.7,55,13,24.1,102.01,Clear
1/21/2012 15:00,-11.8,-18.9,56,11,24.1,102.06,Clear
1/21/2012 16:00,-11.6,-18.8,55,7,48.3,102.11,Clear
1/21/2012 17:00,-12.1,-19.8,53,11,48.3,102.16,Clear
1/21/2012 18:00,-13,-20.2,55,6,25,102.24,Clear
1/21/2012 19:00,-13.4,-19.9,58,4,25,102.27,Clear
1/21/2012 20:00,-18.5,-24.4,60,4,25,102.36,Clear
1/21/2012 21:00,-16,-20.8,66,9,25,102.47,Clear
1/21/2012 22:00,-17.6,-23.3,61,0,25,102.52,Clear
1/21/2012 23:00,-17.4,-21.7,69,0,25,102.54,Mainly Clear
1/22/2012 0:00,-18.3,-22.5,70,0,25,102.57,Clear
1/22/2012 1:00,-17.5,-21.3,72,4,25,102.64,Clear
1/22/2012 2:00,-18.5,-22.6,70,0,25,102.71,Clear
1/22/2012 3:00,-18.4,-23,67,0,16.1,102.75,Cloudy
1/22/2012 4:00,-17.2,-21.5,69,0,25,102.79,Mainly Clear
1/22/2012 5:00,-19.5,-23.4,71,6,16.1,102.84,Mainly Clear
1/22/2012 6:00,-19,-22.9,71,6,0.8,102.85,Freezing Fog
1/22/2012 7:00,-18.6,-22.8,69,6,12.9,102.91,Mainly Clear
1/22/2012 8:00,-18.5,-22,74,4,24.1,102.98,Mainly Clear
1/22/2012 9:00,-16.2,-19.2,78,7,48.3,103.01,Mostly Cloudy
1/22/2012 10:00,-14.5,-17.2,80,9,8,103.02,Fog
1/22/2012 11:00,-13,-15.5,81,6,8,103.04,Fog
1/22/2012 12:00,-11.5,-15.4,73,9,8,102.97,Haze
1/22/2012 13:00,-11.2,-16,68,11,8,102.86,Haze
1/22/2012 14:00,-9.4,-14.8,65,9,16.1,102.74,Cloudy
1/22/2012 15:00,-8.7,-14.5,63,9,16.1,102.65,Cloudy
1/22/2012 16:00,-8,-14.7,59,6,19.3,102.6,Cloudy
1/22/2012 17:00,-9.5,-15.8,60,19,19.3,102.57,Cloudy
1/22/2012 18:00,-10.4,-16.1,63,19,19.3,102.52,Mostly Cloudy
1/22/2012 19:00,-10.4,-16.2,62,19,19.3,102.47,Mostly Cloudy
1/22/2012 20:00,-12.3,-16.8,69,15,19.3,102.44,Mainly Clear
1/22/2012 21:00,-12.9,-17.2,70,15,16.1,102.38,Clear
1/22/2012 22:00,-13.2,-17,73,13,16.1,102.33,Mostly Cloudy
1/22/2012 23:00,-13.3,-17.1,73,9,16.1,102.28,Mainly Clear
1/23/2012 0:00,-12.9,-17,71,11,25,102.22,Mostly Cloudy
1/23/2012 1:00,-12.9,-17.2,70,11,25,102.14,Mainly Clear
1/23/2012 2:00,-13.2,-17.1,72,13,25,102.1,Mostly Cloudy
1/23/2012 3:00,-12.1,-16,73,13,25,101.99,Cloudy
1/23/2012 4:00,-11.2,-15.2,72,11,25,101.88,Cloudy
1/23/2012 5:00,-9.9,-13.9,73,11,25,101.79,Cloudy
1/23/2012 6:00,-8.8,-12.8,73,7,25,101.76,Cloudy
1/23/2012 7:00,-8.1,-12.1,73,13,25,101.67,Mostly Cloudy
1/23/2012 8:00,-7.2,-11.1,74,11,24.1,101.69,Mostly Cloudy
1/23/2012 9:00,-4.9,-9.2,72,11,48.3,101.59,Mostly Cloudy
1/23/2012 10:00,-3.6,-7.9,72,9,48.3,101.58,Mostly Cloudy
1/23/2012 11:00,1.2,-3.2,72,11,48.3,101.49,Cloudy
1/23/2012 12:00,2.3,-2.4,71,6,48.3,101.33,Cloudy
1/23/2012 13:00,2.5,-1.5,75,22,48.3,101.14,Cloudy
1/23/2012 14:00,2.7,-1.1,76,26,48.3,101.01,Rain
1/23/2012 15:00,2.7,-0.9,77,30,24.1,100.86,Rain
1/23/2012 16:00,3.1,-0.3,78,28,24.1,100.71,Cloudy
1/23/2012 17:00,3.1,-0.4,78,28,16.1,100.61,Rain
1/23/2012 18:00,3,1.2,88,19,4,100.54,"Rain,Fog"
1/23/2012 19:00,3.2,1.4,88,22,8,100.43,"Rain,Fog"
1/23/2012 20:00,2.9,1.2,89,26,9.7,100.32,"Drizzle,Fog"
1/23/2012 21:00,3.3,1.7,89,24,11.3,100.22,Drizzle
1/23/2012 22:00,3.6,2.2,91,28,25,100.1,Cloudy
1/23/2012 23:00,4,2.5,90,22,25,100.08,Cloudy
1/24/2012 0:00,3.5,2.3,92,17,12.9,100.04,Rain
1/24/2012 1:00,3.1,1.9,92,19,16.1,100.04,Cloudy
1/24/2012 2:00,3.1,2.1,93,9,9.7,100.09,Rain
1/24/2012 3:00,5,3.6,91,19,9.7,100.19,Rain
1/24/2012 4:00,4.2,1.2,81,30,25,100.25,Cloudy
1/24/2012 5:00,3.7,-0.2,76,41,25,100.37,Cloudy
1/24/2012 6:00,3.4,-0.6,75,28,25,100.45,Cloudy
1/24/2012 7:00,2.9,-1.1,75,26,16.1,100.49,Cloudy
1/24/2012 8:00,3,-1.7,71,28,19.3,100.52,Mostly Cloudy
1/24/2012 9:00,2.9,-1.8,71,30,24.1,100.6,Cloudy
1/24/2012 10:00,3,-2,70,35,24.1,100.65,Cloudy
1/24/2012 11:00,3.1,-1.9,70,33,24.1,100.7,Cloudy
1/24/2012 12:00,3.2,-2.3,67,30,24.1,100.72,Cloudy
1/24/2012 13:00,2.8,-2.4,69,39,24.1,100.73,Cloudy
1/24/2012 14:00,2.4,-2.4,71,35,24.1,100.75,Rain
1/24/2012 15:00,1.9,-2.2,74,26,19.3,100.8,Snow
1/24/2012 16:00,1.7,-2.4,74,30,24.1,100.82,Cloudy
1/24/2012 17:00,1.6,-2.8,73,26,24.1,100.88,Snow Showers
1/24/2012 18:00,1.5,-2.9,72,22,25,100.95,Snow Showers
1/24/2012 19:00,1.5,-3.2,71,32,25,101.01,Snow Showers
1/24/2012 20:00,1.3,-3.2,72,19,25,101.06,Cloudy
1/24/2012 21:00,1.1,-3,74,20,25,101.11,Mostly Cloudy
1/24/2012 22:00,1.1,-3.4,72,22,25,101.13,Mostly Cloudy
1/24/2012 23:00,1,-3.4,72,28,25,101.16,Snow Showers
1/25/2012 0:00,0.5,-4.6,69,28,25,101.2,Cloudy
1/25/2012 1:00,-0.1,-5.2,68,22,25,101.26,Mostly Cloudy
1/25/2012 2:00,-0.4,-5.9,66,20,25,101.37,Mostly Cloudy
1/25/2012 3:00,-0.5,-6.2,65,24,25,101.45,Cloudy
1/25/2012 4:00,-0.7,-6,67,24,25,101.52,Cloudy
1/25/2012 5:00,-1.7,-7.7,64,33,25,101.58,Mostly Cloudy
1/25/2012 6:00,-2.8,-9,62,35,25,101.66,Mostly Cloudy
1/25/2012 7:00,-3.9,-10,63,37,25,101.79,Mostly Cloudy
1/25/2012 8:00,-4.7,-10.9,62,26,24.1,101.94,Mostly Cloudy
1/25/2012 9:00,-5.2,-11.3,62,28,24.1,102.05,Cloudy
1/25/2012 10:00,-5.3,-11.4,62,22,24.1,102.09,Mostly Cloudy
1/25/2012 11:00,-5.3,-11.9,60,19,24.1,102.14,Mostly Cloudy
1/25/2012 12:00,-5,-11.8,59,20,24.1,102.06,Mostly Cloudy
1/25/2012 13:00,-4.7,-11.7,58,20,24.1,102.01,Mainly Clear
1/25/2012 14:00,-4.5,-11,60,22,24.1,101.98,Mainly Clear
1/25/2012 15:00,-4.4,-11.2,59,22,24.1,101.94,Mainly Clear
1/25/2012 16:00,-4.4,-11.3,59,19,24.1,101.96,Mostly Cloudy
1/25/2012 17:00,-4.8,-11.4,60,20,24.1,102.01,Mainly Clear
1/25/2012 18:00,-5.1,-11.4,61,11,25,102.07,Mainly Clear
1/25/2012 19:00,-5.4,-11.5,62,13,25,102.14,Mostly Cloudy
1/25/2012 20:00,-4.9,-11.6,59,7,25,102.07,Mostly Cloudy
1/25/2012 21:00,-5.4,-11.1,64,7,25,102.01,Mostly Cloudy
1/25/2012 22:00,-5.5,-11.3,64,0,25,101.99,Mostly Cloudy
1/25/2012 23:00,-5.4,-11.4,63,6,25,102.01,Mostly Cloudy
1/26/2012 0:00,-5.9,-11.7,64,6,25,101.99,Mostly Cloudy
1/26/2012 1:00,-7,-12.1,67,4,25,101.95,Clear
1/26/2012 2:00,-8.2,-12.6,71,6,25,101.99,Clear
1/26/2012 3:00,-8.1,-12.5,71,0,25,101.97,Clear
1/26/2012 4:00,-8.5,-13.5,67,0,25,101.95,Clear
1/26/2012 5:00,-9,-13.9,68,6,25,102.02,Clear
1/26/2012 6:00,-11.2,-15,73,6,25,102.06,Clear
1/26/2012 7:00,-10.6,-14.4,74,6,24.1,102.01,Mainly Clear
1/26/2012 8:00,-9.2,-13.3,72,6,24.1,102.08,Clear
1/26/2012 9:00,-7.9,-12.4,70,11,24.1,102.01,Mainly Clear
1/26/2012 10:00,-5.7,-12.4,59,11,24.1,102.04,Mainly Clear
1/26/2012 11:00,-5,-12.1,57,7,24.1,102.05,Mainly Clear
1/26/2012 12:00,-4.6,-12.5,54,11,24.1,101.88,Mainly Clear
1/26/2012 13:00,-4,-12,54,15,24.1,101.71,Mostly Cloudy
1/26/2012 14:00,-3.4,-12.5,49,11,24.1,101.6,Mostly Cloudy
1/26/2012 15:00,-3,-14.1,42,13,24.1,101.53,Mostly Cloudy
1/26/2012 16:00,-3.8,-12.2,52,19,24.1,101.52,Cloudy
1/26/2012 17:00,-4.3,-12.2,54,20,24.1,101.4,Cloudy
1/26/2012 18:00,-4.7,-13.7,49,24,25,101.28,Cloudy
1/26/2012 19:00,-4.5,-13.5,49,17,25,101.25,Cloudy
1/26/2012 20:00,-4.6,-13,52,17,25,101.15,Snow Showers
1/26/2012 21:00,-5.2,-12.1,58,20,25,100.99,Snow
1/26/2012 22:00,-5.3,-10.2,68,22,16.1,100.92,Snow
1/26/2012 23:00,-5.8,-9.1,77,22,6.4,100.81,Snow
1/27/2012 0:00,-5.7,-8.8,79,28,4.8,100.68,Snow
1/27/2012 1:00,-5.5,-8.3,81,24,2.4,100.58,Snow
1/27/2012 2:00,-5.5,-8.2,81,26,3.2,100.47,Snow
1/27/2012 3:00,-5.3,-8.1,81,28,4,100.33,Snow
1/27/2012 4:00,-4.9,-7.6,81,26,2.4,100.13,Snow
1/27/2012 5:00,-4,-6.6,82,22,16.1,99.98,Snow
1/27/2012 6:00,-2.1,-4.2,86,19,19.3,99.8,Snow
1/27/2012 7:00,-0.8,-2.9,86,22,16.1,99.61,Freezing Rain
1/27/2012 8:00,0.3,-1.7,86,20,12.9,99.47,Freezing Rain
1/27/2012 9:00,0.7,-1.4,86,17,12.9,99.34,Rain
1/27/2012 10:00,0.6,-1.2,88,17,8,99.18,"Rain,Fog"
1/27/2012 11:00,0.7,-1,88,20,2.4,99.08,"Drizzle,Fog"
1/27/2012 12:00,0.7,-0.9,89,20,2.8,98.91,"Drizzle,Fog"
1/27/2012 13:00,0.7,-1,88,22,3.2,98.76,"Drizzle,Fog"
1/27/2012 14:00,0.5,-1.3,88,20,2.4,98.69,"Drizzle,Fog"
1/27/2012 15:00,0.3,-1.6,87,19,2.4,98.65,"Drizzle,Fog"
1/27/2012 16:00,-0.3,-2.3,86,19,8,98.74,"Freezing Drizzle,Fog"
1/27/2012 17:00,-0.6,-2.3,88,22,2.8,98.97,Snow
1/27/2012 18:00,-0.3,-1.8,90,11,2.4,99.13,Snow
1/27/2012 19:00,0.1,-1.6,88,30,12.9,99.31,Snow
1/27/2012 20:00,-0.7,-2.7,86,32,16.1,99.54,Cloudy
1/27/2012 21:00,-1.3,-3.9,82,19,24.1,99.75,Cloudy
1/27/2012 22:00,-1.5,-4.4,81,19,25,99.88,Mostly Cloudy
1/27/2012 23:00,-1.6,-4.5,81,20,25,100.03,Mainly Clear
1/28/2012 0:00,-1.5,-4.3,81,19,25,100.19,Mainly Clear
1/28/2012 1:00,-0.2,-2.9,82,22,25,100.34,Snow Showers
1/28/2012 2:00,0.2,-2.6,81,24,25,100.49,Mostly Cloudy
1/28/2012 3:00,0.4,-3,78,17,25,100.59,Mostly Cloudy
1/28/2012 4:00,0.1,-3.4,77,15,25,100.64,Mostly Cloudy
1/28/2012 5:00,0.3,-2.7,80,19,25,100.72,Mostly Cloudy
1/28/2012 6:00,-1.7,-5.4,76,9,25,100.79,Mostly Cloudy
1/28/2012 7:00,-1.2,-4.6,78,11,25,100.85,Mainly Clear
1/28/2012 8:00,-2.1,-5.1,80,7,48.3,100.91,Mainly Clear
1/28/2012 9:00,-1.6,-4.5,81,13,24.1,100.93,Mostly Cloudy
1/28/2012 10:00,-1.1,-4.4,78,13,48.3,100.94,Cloudy
1/28/2012 11:00,-0.6,-3.6,80,6,48.3,100.9,Cloudy
1/28/2012 12:00,-0.3,-3.4,80,7,48.3,100.74,Mostly Cloudy
1/28/2012 13:00,0.9,-3.5,72,4,48.3,100.58,Cloudy
1/28/2012 14:00,1.2,-3.5,71,9,48.3,100.48,Cloudy
1/28/2012 15:00,1.2,-3.7,70,15,48.3,100.28,Cloudy
1/28/2012 16:00,1.4,-3.7,69,22,48.3,100.14,Cloudy
1/28/2012 17:00,1.2,-3.5,71,11,48.3,100.16,Cloudy
1/28/2012 18:00,1.6,-3.4,69,9,25,100.08,Cloudy
1/28/2012 19:00,2.2,-2.6,71,19,19.3,100.09,Snow
1/28/2012 20:00,1.7,-1.2,81,24,19.3,100.05,Snow
1/28/2012 21:00,2.1,-1.7,76,24,25,99.95,Mainly Clear
1/28/2012 22:00,2.3,-2,73,37,25,99.85,Mostly Cloudy
1/28/2012 23:00,1.2,-1.7,81,52,16.1,99.87,"Rain,Snow"
1/29/2012 0:00,1.5,-5,62,57,25,99.96,Mainly Clear
1/29/2012 1:00,0.9,-5.3,63,52,25,100.09,Mainly Clear
1/29/2012 2:00,0.3,-5.8,64,52,25,100.21,Mainly Clear
1/29/2012 3:00,-0.2,-6,65,43,25,100.34,Mainly Clear
1/29/2012 4:00,-0.9,-7,63,43,25,100.47,Mainly Clear
1/29/2012 5:00,-1.5,-7.8,62,43,25,100.59,Mainly Clear
1/29/2012 6:00,-2,-8.1,63,44,25,100.68,Mainly Clear
1/29/2012 7:00,-1.9,-8.2,62,32,24.1,100.74,Mainly Clear
1/29/2012 8:00,-2.2,-8.3,63,32,24.1,100.81,Mostly Cloudy
1/29/2012 9:00,-2.1,-8.5,62,32,24.1,100.88,Cloudy
1/29/2012 10:00,-1.8,-8.3,61,24,24.1,100.87,Mostly Cloudy
1/29/2012 11:00,-0.8,-7.7,59,33,24.1,100.84,Mainly Clear
1/29/2012 12:00,0.1,-7.6,56,37,24.1,100.77,Mainly Clear
1/29/2012 13:00,0.5,-8.8,50,33,24.1,100.7,Mostly Cloudy
1/29/2012 14:00,0.4,-7.9,54,19,24.1,100.63,Mostly Cloudy
1/29/2012 15:00,0.2,-7.5,56,17,24.1,100.65,Mostly Cloudy
1/29/2012 16:00,0.7,-8.3,51,20,24.1,100.67,Mostly Cloudy
1/29/2012 17:00,-0.7,-8.4,56,11,24.1,100.74,Mainly Clear
1/29/2012 18:00,-1.1,-9.3,54,17,25,100.77,Mainly Clear
1/29/2012 19:00,-1.6,-9.3,56,17,25,100.81,Mainly Clear
1/29/2012 20:00,-2,-9.1,58,17,25,100.83,Mainly Clear
1/29/2012 21:00,-1.7,-8.4,60,9,25,100.85,Mainly Clear
1/29/2012 22:00,-2.3,-7,70,15,25,100.84,Mainly Clear
1/29/2012 23:00,-3.4,-7.6,73,15,25,100.85,Clear
1/30/2012 0:00,-3.7,-8.8,68,11,25,100.89,Clear
1/30/2012 1:00,-4.4,-10,65,15,25,100.92,Mainly Clear
1/30/2012 2:00,-5.1,-10,68,15,25,100.99,Clear
1/30/2012 3:00,-6.1,-10.3,72,11,25,101.07,Clear
1/30/2012 4:00,-7.7,-11.8,72,11,25,101.19,Clear
1/30/2012 5:00,-7.9,-13.8,63,13,25,101.33,Clear
1/30/2012 6:00,-8.9,-15.1,61,15,25,101.47,Clear
1/30/2012 7:00,-9.8,-16,61,15,25,101.55,Clear
1/30/2012 8:00,-10.5,-17,59,9,48.3,101.68,Clear
1/30/2012 9:00,-9.5,-16.6,56,13,48.3,101.75,Mainly Clear
1/30/2012 10:00,-8.8,-16,56,17,48.3,101.82,Mostly Cloudy
1/30/2012 11:00,-7.7,-14.7,57,19,48.3,101.86,Mostly Cloudy
1/30/2012 12:00,-7,-14.2,56,22,48.3,101.83,Mainly Clear
1/30/2012 13:00,-7.5,-15.2,54,22,48.3,101.8,Mainly Clear
1/30/2012 14:00,-6.7,-15,52,22,48.3,101.81,Clear
1/30/2012 15:00,-6.9,-15.3,51,22,48.3,101.83,Mainly Clear
1/30/2012 16:00,-7.3,-15.8,51,17,48.3,101.86,Mostly Cloudy
1/30/2012 17:00,-7.4,-15.7,51,13,48.3,101.9,Mostly Cloudy
1/30/2012 18:00,-7.4,-15.6,52,15,25,101.94,Mainly Clear
1/30/2012 19:00,-8.8,-15.9,56,7,25,101.96,Mainly Clear
1/30/2012 20:00,-9.5,-16,59,4,25,101.95,Mainly Clear
1/30/2012 21:00,-8.4,-15.5,57,4,25,101.96,Mostly Cloudy
1/30/2012 22:00,-7.8,-15.2,55,4,25,101.98,Mostly Cloudy
1/30/2012 23:00,-8.6,-13.8,66,6,25,101.96,Mostly Cloudy
1/31/2012 0:00,-7,-13.1,62,7,25,101.92,Mostly Cloudy
1/31/2012 1:00,-7.1,-13.2,62,6,25,101.88,Cloudy
1/31/2012 2:00,-6.5,-13.1,59,11,25,101.81,Snow
1/31/2012 3:00,-6.8,-12.4,64,15,19.3,101.76,Snow
